summary,rating,Topic
Outbound Area Manager( Stressful Environment and Pathetic WorkLife Balance),0,0
"Deliver, Deliver, Deliver",1,0
Seller Support Representative,1,2
Not a world class company experience,1,2
Operations Manager,1,2
My Best Job Yet! Love helping these customers. Need better facilities though,1,2
"Challenging work, smart teams, driven environment",1,0
HR,1,0
HR,1,0
Operations Specialist,1,2
Recruiter,1,2
Warehouse Assistant - Picker,0,1
Be prepared to slog,1,0
ok,0,1
Great learning and a dynamic environment,1,3
Very good pay. Boring work,1,3
SDE,0,2
great company but a harsh environment,1,3
Great company!,1,3
Decision Making and Leadership Empowerment,1,3
Senior Product Manager,0,2
Amazon.com,1,0
salary,1,1
"It was a great experience. Learnt a lot of things, and challenging environment. Very very good pay package. Great office",1,3
Work Culture,1,3
Recruitment,0,1
Good,0,2
Bad place to work,0,3
most enjoyable,1,3
product manager,0,2
fun and nice place to work,1,3
amazon,1,1
Operations Assistant,0,2
What a brand but shame about the UK company!,0,3
It provides good opportunities for engineers and software developers,1,3
Worked 2 years at amazon,1,1
Quality Assurance Engineer,1,2
Sales Specialist,1,0
its great to working at amazon. com,1,0
Worth taking a chance with this place,1,3
About Amazon,1,1
Experience with them,1,2
Excellent,1,2
Good Work culture,1,3
"Pathetic Work culture, if You are in Last mile delivery...",0,0
Good company for the people who are seeing for excellent career growth..,1,2
Great Company,1,3
Great place to learn,1,3
Great place to learn,1,3
It is becoming a pathetic company Amazon seller support banglore,0,1
"Amazon in China is also a big player in e-commerce business, though not NO. 1. It also has kindle and AWS business here.",1,2
"Interesting, hardworking.",1,3
"great products and services,worst management and politics",0,3
Good brand,1,3
"Customer obsessed, employee blind",1,0
SDE,1,2
good working environment,1,3
Best company i've ever worked,1,1
It's okay,1,3
OR scientist,1,0
Great work place for starters,1,0
It starts okay but turns into a nightmare,0,0
Nice place for workaholics.,1,2
good start up company for freshers,1,2
QAE2,1,0
Poor work-life balance,1,3
Frugal Company with Excellent Work Environment,1,0
Crap..,0,1
A company where no one is happy,0,0
Would NOT recommend,0,2
Nice but limited,1,3
Amazon dev center Chennai,1,1
very dissapointed,0,0
"Great culture, but hard work",1,3
Software Development Engineer,1,1
Be careful before you make a decision yo join Amazon India,0,0
Pathetic work-life balance.,0,3
Great company with great prospects. Make sure the category fits to your interests and career aspirations.,1,2
"Amazon is an wonderful place to work, grow and learn. Awesome work culture, interesting task popping up everyday.",1,1
good experience so far,1,2
Great fun place to learn and grow.,1,3
Super,1,3
Seller Support Associate,1,2
One awesome place to work for!!!,1,3
working in AMAZON Reviews,0,2
Worth working here !,1,3
Amazon,1,1
Awesome,1,0
Awesome,1,0
Not a bad place to start your career but...,1,2
Amazon Tier 1,1,0
engineer software,1,1
interview process,1,0
Stressful but showed me what other company's were like.,1,0
Very good company to learn and become a professional,1,2
It is good to start the career with such great brand name but what happen next is a different story. You never know,0,1
A great environment to work,1,3
Lack of Career Progression,0,0
GOOD PLACE TO WORK,1,2
Happy to be here!!!,1,0
Satisfied,1,0
Definitely a better work culture as compared to conservative Indian Companies,1,3
"The place is great, but team mates are extremely back stabbing.",1,1
Best company for professionals craving for learning and performance,1,0
best place to work ever!,1,2
Their peak season has a lot of work but they balance it out with fun activities.,1,3
grate place,1,3
SDET,1,0
Very good if you are workaholic,1,3
AMAZING AMAZON,1,2
company Values,1,0
Merchant services team- Jumpstart/listing,1,1
Learning Development Assosiate,1,1
Amazon,1,1
it is great working here good chance of growing faster,1,3
Work experience,1,2
Yes ok,1,0
Amazon Sales Manager,1,0
Great place to work,1,3
Worst work life balance,1,3
Great first job but no work life balance.,1,3
Great place to learn,1,3
"Great Place, low compensation, no benefits",1,3
Good place to learn and get experience,1,2
"Great place to work, learn and have fun",1,3
An awesome place to work,1,3
Employee Friendly,1,3
not too bad nor good,1,3
Incompetent set of Managers in Hyderabad office,0,0
amazon,1,1
An awesome place to work,1,3
Associate Partner Manager - UK - Ok first job,0,1
Working at the fulfillment centre was fast paced.,1,3
Great learning,1,2
"Low wages, no work life balance.",1,3
"Good company, good people.",1,2
Great Place to Learn and Work,1,3
It's a great experience!,1,2
You must really want it or have no other choice,1,2
Great Learning,1,2
Please reconsider joining any of the operations team at Amazon,0,1
Perfect if you don't have a life,1,3
By experience with Amazon has been excellent !!!,1,2
"OK, but not a very good company",1,2
good company,1,2
Great place to work. If you really interested in eCommerce then definitely a place for you,1,3
pretty nice place to work,1,2
You will love it or hate it,1,0
more than just a call center in Costa Rica,1,3
Just average,1,1
Good comany for beginning work.,1,2
Pretty good,1,2
"Pretty Good, a little empathy towards Employees would make it best",1,0
Dev's company.,1,2
"Good school, bad people",0,3
Custom centricity is good but don't forget ur employees!!,1,0
Manager,0,2
SDET at Amazon,0,0
An Outstanding star of your resume,1,3
It has been a great experience working with Amazon,1,0
Super Company ever to work,1,3
"Good to experience, but bad to grow",1,2
nice place to work with ti and ti,1,0
"At Amazon, we love to build systems. Systems that are distributes, and that talk to each other and get the business done",1,1
good working environment,1,3
Amazon UK!,1,1
Immigration hostage,0,0
Good learning curve bad office politics,0,3
everything but a neutral company,1,1
great environment,1,3
cool place to work,1,3
PeopleSoft Administrator,1,0
Catalog associate- English,1,3
SDE,1,2
Software Development Engineer,1,1
It has been a slow run till now. Very laid back and informal environment.,1,2
Good environment,1,3
Awesome Amazon,1,0
Amazon,1,1
Powerless to their will....,0,0
Very hard work but valuable learning experience,1,2
The Career in Amazon,1,2
Promotability,1,0
Amazon {{ Work Hard --------- Party Hard }},1,1
"Very challenging, motivating and demanding",1,3
Amazing Amazon!,1,2
qae,1,1
It was an excellent work experience.,1,2
Good company - Easy interview,1,0
Quickly dissatisfied as a 'seasonal associate' temp,0,3
Its Day 1,1,3
SVS,1,3
Incredibly unpleasant experience. Avoid like the plague,0,3
"An company with lot of opportunity to learn, grow and shape yourself",1,3
Employees are customers too Jeff,0,0
aaaaaaaaaaaaaaa,1,0
tam,1,1
Frupidity= Frugality + Stupidity = Amazon Core Value,1,0
Senior Catalogue Associate,1,3
Great work plave,1,3
"Good for some, others not so lucky",1,0
my experience,1,2
It's always the first day,1,3
Best company for people who want to learn.,1,3
Good Learning experience,1,2
An extremely challenging environment to work for...,1,3
"A astounding company to work with , gives you hands on picture of real problems and enables to deal with them upfront",1,0
ok,1,1
Instock management,1,2
Recruiter,1,2
"Worst employees HR, manager",0,0
It was good and a learning experience for a fresher like me,1,2
Support Engineer Interview Process,0,1
"Lot of learning, not much growth unless you are willing to destroy your personal life time...",1,2
interview experience in amazon trms,1,0
Not an experience I would recommend to anyone. Avoid if you care for your career.,0,2
It is the best company i've ever worked,1,1
No longer a place where,0,0
"Worst Culture, Short Sighted Leadership, No care for Employees",0,0
Logistics - Staffing and Product,1,0
Growing with Amazon,1,3
Working at Amazon,0,0
"Good enviroment and great organization, professionalism",1,3
Best Work atmospehere,1,2
Fast-paced but flexible and many opportunities,1,3
Fast-paced but flexible and many opportunities,1,3
not bad,0,3
"Dynamic work atmosphere, excellent learning",1,2
QA Intern,1,1
Highly intensive work experience,1,2
Working environment in rapid pace and wild - as wild as Amazon forest itself.,1,3
Awesome,1,0
Horrible culture,0,3
Amazon gave me my first exposure to working in a truly global MNC with almost all my team based out of Seattle.,1,1
Bad Management,0,3
Ok,1,1
Awesome place to work at,1,3
"Good set of values, open culture, dynamic work environment",1,0
Good place to learn management skills.,1,2
Amazon india review,1,1
Its like any other MNC. Less work and more of politics.,0,3
transaction risk management services,0,3
Working culture,1,3
"Good company, good systems, gruelling, physically demanding job",0,1
It good,1,2
It good,1,2
"Not all bad, however no career progression what so ever",1,0
Good environment with average pay,1,3
Amazon,1,1
It is ok,1,1
Amazon experience is great!!,1,2
Good place to work and get paid well,1,2
"Developing at a leader and in a winning company, but do expect sacrifices, and frustration of not a lot of reward",1,2
Amazon,1,1
It has been smooth,1,2
"ZERO work-life balance, OVER work load, BAD management , NOT systematic",0,3
Burnout factory,0,0
"Beware of this trap called 'Amazon' !! Don't screw up your professional, personal and healthy lifestyle !!",0,3
Its an Innovation Company,1,1
Work hard and have fun,1,3
Not like anywhere else,1,3
it was hard interview,1,0
The worst employer ever,0,1
Going downhill,1,1
Business Mantra: Get pressure-cooked work for less salary,0,0
Business Mantra: Get pressure-cooked work for less salary,0,0
Wonderful place to work,1,2
Great Learning Experience!,1,2
BHX1,1,0
A good place to work,1,2
Very Good,1,2
a phenomenal company to work and learn from,1,3
Work hard. Have Fun. Make History.,1,1
"Lack of career development, top-heavy, unappreciated",0,0
Hectic,0,2
Awsm company to work,1,3
Challenge work but changing the world,1,3
Great company to grow in your career,1,2
Stay away If you are not American or former US military guy : you will never be in the,0,0
Amazing,1,2
Great place to learn & innovate,1,3
"Unappreciated, Overworked",0,0
Work hard and have fun,1,3
"High pressure, medium reward",0,0
great experience,1,2
Awesome place to be. The work culture is very nice. Freedom is all around. You are free to innovate at every step.,1,0
"Work Hard, Have Fun.",1,3
"Great place for work, Aggressive environment",1,3
Decent Experience with both Pros and Cons,1,0
job,1,1
work culture at amzon india Listings,1,0
Good experience in TAM (Seller Support),1,2
A mixed bag,1,0
Not the best job out there,1,2
Nice place to work. But not without its own share of politics,1,3
Nice place to work. But not without its own share of politics,1,3
Great experience,1,2
Good Company,1,2
Awesome place to work with amazing people,1,2
Great Place to work. Has an awesome work culture,1,3
the overall experience was very good and looking forward to build my career in Amazon.,1,2
No Work-Life Balance,0,3
My first international company,1,1
SLAVE LABOR IN THE 20TH CENTURY,0,1
Truly professional approach towards employees.,1,2
"Amazon is a great company if you are a customer, not so much if you happen to work there!",0,1
Amazon culture,1,3
Great Experience working at amazon,1,0
Good Place to start your career.,1,2
Interesting work & everyday is a new challenge,1,3
Work Hard. Have Fun. Make History ...................its a TRUTH.,1,1
Excellent place to work,1,2
A real mixed bag,0,0
Full of learnings - Good pay but you need to take your growth in your hand,1,3
Sad place to work but the brand name stops you from leaving.,1,2
Strong company values and work ethics under challenge by Inept 'Indian' Senior Management,1,0
Amazon is the future,1,0
Swamped with legacy hacks,0,1
Senior Operations Manager,1,2
Intense,1,3
Great company to work for - everyone is super friendly.,1,3
Robotic,0,0
it was good .,1,2
"Hard work, always alert to keep the uptime and no impact for customers",1,1
"A lot of reporting, poor management, but great package.",1,0
"A lot of reporting, poor management, but great package.",1,0
A typical workplace for a first job seeker,1,1
Good for initial days of career but too time demanding yet no productivity,0,1
Can get lost in the company and heavily performance monitored,1,0
Global leader in their field,1,2
"Hire the best, use them for menial tasks",0,3
"Work Hard, Have Fun, Make History.",1,1
"Work Hard, No Fun, Become History",0,2
A decent place to work if you're a full time employee,1,0
"It was stressful, tiring, and beyond boring.",0,0
Good place if you want to plan a long innings,1,0
A great company to learn corporate world,1,3
Challenging experience,1,3
"bad management, frictions all the time, mad way to use numbers",0,0
Experience as an SDE intern,1,2
Good company but lots of work,1,3
jusy WOW,1,0
"Great company, good culture, wonderful mates!",1,2
Ambassador,1,3
Good place to work while you learn.,1,3
First level managers are not valued much.,0,0
Good salary and bonus! Fun working environment.,1,0
"Trainer: Good benefits, better than average pay but no growth opportunities.",1,3
working in amazon.com is amazing,1,0
Amazing company feels like a startup,1,3
best place to work!,1,2
Business Development,1,2
Good Place if You Believe in Selling Yourself,0,3
Software Developer,1,1
You are just a number,0,0
Learn at the cost of your life,1,3
They claim frugality is their main value - you'd better believe it.,1,0
Best work environment,1,3
Not a good place to start for non-tech freshers,1,2
not bad,1,3
Challenging work and great amount of opportunities to excel,1,3
Good experience working,1,2
Satisfactory experience in this company.,1,1
Working hard and having fun,1,2
"Good Place, OK job!",1,1
Working hard and having fun,1,2
not employee friendly,0,3
Get on the Cloud Computing Wave (although it comes at a BIG price),0,1
Operations Manager,0,2
"Its a great place to work, friendly environment",1,3
Wonderful. A good place if you want to keep learning and have challenging work environment.,1,2
Good,1,2
Senior Product Manager,1,2
very physical,0,3
sde azn,1,2
software developer,1,1
Good Experience,1,2
Salary,1,1
Retail Process Associate,1,3
AWS should be the greatest company in the world...but its not!!,0,2
SDE in London,0,0
grueling work,1,0
Good Brand Name to be associated,1,3
Good learning but very poor work life balance,1,3
Challenging,1,3
Could be so much better,1,2
Ok company.,0,1
"Good for freshers, but high work pressure",1,2
SDE-1,1,2
"Young Team, lots of excitement on the floor! Loved it :)",1,3
a fun place to work,1,3
it's a boring job without any exciting experiences,0,1
Great place to hone existing as well as pick up on new software development skills,1,2
"A company constantly failing to meet it's values & principles, by far the worst company I have ever worked for!",0,0
TRMS,1,0
Manager,1,2
Wonderful place to work,1,2
Intense,1,3
Fantastic company and one of the best job in my career.,1,2
