review,rating,split
Support analyst,negative,train
Great People but Management Needs work.,negative,train
Customer Obsession at the expense of the employees,negative,train
For ur information,negative,train
"Great opportunities, terrible management",negative,train
Inbound stow,negative,train
"Order Picker at Amazon (a.k.a. Slave Laborer) in Shakopee, MN",negative,train
Ok for new grads,positive,train
Great Place,positive,train
Designers say no to amazon,negative,train
"Entrepreneurial, Peculiar and Transparent",positive,train
Knowledge Engineer,positive,train
Genius,negative,train
Software Engineer,positive,train
15+ year career at Microsoft and should have left 10 years ago. Life is much better outside Microsoft.,negative,train
Courier,negative,train
Family Room Specialist,negative,train
Bureaucratic and too much politics. Not many possibilities to grow and develop.,negative,train
Software Engineer,positive,train
Great spot,positive,train
Director human resources,positive,train
Awesome challenges,positive,train
Amazon fulfillment associate,negative,train
Work hard to achieve success,positive,train
Chaos,negative,train
Senior Software Development Engineer,positive,train
A good place to settle down,positive,train
Its an Innovation Company,positive,train
Health & Safety Compliance Manager,negative,train
Account Strategist,positive,train
Fulfillment associate( ICQA),positive,train
Many different opportunities for career advancement,positive,train
A changing company,positive,train
Customer service 1,negative,train
Good internship experience in Microsoft,positive,train
Learning competitive new skill sets,negative,train
"Amazing culture, amazing people, and tremendous opportunity!",positive,train
Great Culture,positive,train
"Great company, good place for learning",positive,train
AppleCare in Austin,positive,train
One of my best experiences,positive,train
Data Engineer,positive,train
Great exposure to a variety of business processes and products.,negative,train
Internship review,positive,train
3stars,negative,train
Better than I expected. Great place to work and grow,positive,train
"Pleasant enough, but overly bureaucratic.",positive,train
Great company if you're a cultural fit,positive,train
Please Simplify!,negative,train
Appleagent,positive,train
Process assistant,negative,train
Business Expert,negative,train
They punish loyal employees,negative,train
SDE at microsoft,positive,train
Challenging and rewarding,positive,train
Very Flexible Company,positive,train
"Warzone, Petty, Terrible to Employees",negative,train
Shah Pranay,positive,train
good work experience,positive,train
Fast growing but competitive,positive,train
Microsoft is the bully,negative,train
Inventory Associate,positive,train
"Best Company, Worst Company",negative,train
Operations Manager,negative,train
Red Zone Specialist,negative,train
My view of Microsoft,positive,train
Senior Software Engineer,negative,train
"Great opportunities, terrible work life balance",negative,train
Biggest Corporate Startup of the world,positive,train
Stay with your current company....just stay away,negative,train
Program Manager,negative,train
"A Job, Not a Career.",negative,train
AHA Great place to work if you can do the schedule,positive,train
Good Company,positive,train
"Hard work, but worth the effort...",positive,train
Okay job,negative,train
"This is a great company to work for, unless you work for my manager.",negative,train
Good but ruthless,positive,train
Favoritism,negative,train
Under payed to over deliver,negative,train
Sad,negative,train
"Humbling, learning experience in the job",positive,train
"Good intentions and people, although very disorganized (AWS)",negative,train
Bare Bones Review,positive,train
Agency Account Strategist,positive,train
Every man for himself,negative,train
Terrible Management,negative,train
associate,negative,train
Truely transforming,positive,train
Hectic,negative,train
just so-so,positive,train
Wage Justification Without Merit,negative,train
Good company to work for,positive,train
Not a Great Job,negative,train
Awesome place to work,positive,train
Not bad but could be better,negative,train
Recruiter work review,positive,train
Warehouse associate monitored bathroom breaks and water breaks,negative,train
Fulfillment Associate (Tier I),positive,train
Genius,negative,train
me fill lots of happiness,positive,train
Technical Specialist,positive,train
Fulfillment,negative,train
No career path but great perks!,negative,train
If you aren't a TSP for Inside Sales it might be a good place,negative,train
Wonderful place to work.,positive,train
Don't Quit any job to go to work there,negative,train
Let down by poor quality mid-level mangers,negative,train
Good company,positive,train
My honest opinion,negative,train
Add mutual respect for diversity,negative,train
mixed reviews.,negative,train
Not what I thought it would be...,negative,train
"GREAT pay, BAD overall",negative,train
amazon,positive,train
"This job is tiring, rewarding, and satisfying",positive,train
Seasonal Associate,negative,train
Literally the worst place to work in America,negative,train
Great company with positive potential,positive,train
MSFT is changing,negative,train
AWS Solutions Architect,positive,train
services it worker,negative,train
Good Company,positive,train
Field sales at Apple,negative,train
Pays decent,negative,train
"Plenty of opportunities, decreasing benefits, too many personal agendas",positive,train
Best job ever,positive,train
Bad management,negative,train
"Vendor Support Associate, Amazon Turkey",negative,train
Bof,positive,train
Microsoft Review,positive,train
I prefer not to specify my role,negative,train
Senior AppleCare Technical Advisor,positive,train
Great place to work,positive,train
Quality Control,positive,train
Picker Packer,negative,train
Good enough,positive,train
Review of Operations,negative,train
Read the New York Times article,negative,train
positive,positive,train
Not as organized of a company or ,negative,train
