review,rating,split
Amazing customer service,1,train
Van,0,train
Not worth working for,0,train
2ND ASSISTANT PRODUCTION COORDINATOR- ,0,train
No longer a great company to work for,0,train
Dont,0,train
"Dog eat dog, fast paced, smart people",0,train
Work with the best and brightest,1,train
Average experience,0,train
Negative entwicklung,0,train
Good to work,1,train
fulfillment associate,1,train
"I worked their for over 10 years and it became a very different place in recent years, all for the worse.",0,train
Apple Culture,1,train
Awesome,1,train
Senior Advisor,0,train
its good and i like it,1,train
Product Manager,1,train
Good first job out of college (Retail Store),0,train
Unethical methods zero care for employees,0,train
great compnay,1,train
Engagment Manager,1,train
You are just a number,0,train
Reasons to work at Amazon,1,train
Sky is the limit !!,1,train
Drank the Kool-Aid,1,train
Be here at your own risk,0,train
AHA/ At Home Advisor,0,train
Culture of fear,0,train
Creative,1,train
Best company in the Valley,1,train
"High salary, demanding workplace",0,train
Senior Program Manager,1,train
"A place to be, if you don't mind being paid less!",1,train
Great company,1,train
Senior Advisor - Mac+ Chat Support,1,train
"Great company to work with, good compensation and perks offered.",1,train
Senior Device Associate,1,train
No respect,0,train
Great company to work for,1,train
Good overall,1,train
Very bad experience,0,train
"Facebook is the best company I've ever worked for, hands-down.",1,train
Good Opportunity,1,train
Great Place to Work,1,train
Digital CSA ORK1,0,train
Buyer,0,train
Great Company to work for,1,train
Associate,0,train
Company on good track however the Consulting Services business is unethical,0,train
Rate Microsoft,1,train
Brutal,0,train
Picker,0,train
PM in Microsoft,1,train
FInancial Analyst,1,train
Service Delivery Manager,1,train
Great Company but avoid the consulting services practice,1,train
Not a good training experience,0,train
Transforming,1,train
Microsoft,1,train
Software Development Engineer,0,train
Not what it used to be be. Don't believe the company PR.,0,train
Stower,0,train
Great company to work for if you're mature enough to handle pressure,1,train
Thay dont keep people,0,train
Wonderful company with lots of opportunities to make a difference.,1,train
"Manager, Risk Investigations",1,train
Software Engineer 2,1,train
"Tolles Unternehmen, lokal deutlich ausbauf?hige F¨¹hrungsstruktur.",0,train
Great company to work for,1,train
"Fast paced, challenging, little work life balance.",0,train
Lack of clarity,0,train
"Take Google's engineering scale, mix Apple's customer satisfaction focus, and you get Amazon",1,train
HR Associate Contact,1,train
Good for people who like managing people,1,train
Worst Corporate Culture in America,0,train
A great company to enter the working world,1,train
Microsoft is an Excellent Employer.,1,train
Hi,1,train
Senior Associate,0,train
"Facebook is a decent place to start out, but it's not what it used to be",1,train
Sr Finance analyst,1,train
Do not work here. You are treated like a number,0,train
Cool Place,0,train
Area Manager,0,train
great place to work,1,train
Terrific place to work and learn.,1,train
Great company,0,train
Account Executive,0,train
Started out great but toward the end not so much...,0,train
Fulfillment Associate,1,train
Customer Service Liason,1,train
recommend this company for white dudebros who love bureaucracy,0,train
Is not what you think it is,0,train
Very interesting for IT geek people who likes technology,1,train
Terrible Experience at AWS UK,0,train
Program Manager,1,train
"A lot of work, but satisfying for those who enjoy it.",1,train
Management have their favourites and aren't even subtle about it,0,train
At-Home AppleCare - Not as good as it sounds,0,train
Much happier as a customer than an employee.,0,train
Human Resources Manager,0,train
Could be a lot better if amazon cared more,0,train
Don't work here if you want a reliable job,0,train
A great employee experience!,1,train
thoughts after 3 years,0,train
Great company to launch career in tech,1,train
Kind of like farming.,0,train
Great place to work,1,train
Great place to work,1,train
Ok as a stepping stone,0,train
Amazon Distribution Center Scanner,1,train
Great Place to Work,1,train
Nice place to gain experience,1,train
Onsite medical representative,1,train
AWS - More like an IT department of Amazon than an IT company,0,train
Packer,1,train
Good Company,1,train
Working experience,1,train
Most worst place to work,0,train
Ok,1,train
Great Organization with wondeful work environment.,1,train
Great brand!,0,train
Great Place to Start Your Career,1,train
Brand Specialist - Amazon Beauty,0,train
Making sure the work gets done properly,0,train
Microsoft Services run by Middle Managers - and shown in their Rates,0,train
Take the bad with the good,0,train
"Could be better, could be worse!!",1,train
Absolute sweatshop! Degrading and uncivilized!,0,train
Whole Foods Shopper,0,train
"Company is making changes for the better, but still has a lot to do.",0,train
Retail vs. Corporate,0,train
Operations Manage II,1,train
Life is better on the outside!,0,train
mac xpert,0,train
"Great culture, but hard work",1,train
"Great experience, poor work environment",0,train
SDE III,1,train
Don't do it!,0,train
Great company with outstanding benefits!,1,train
Rewarding but frustrating and often tiring,1,train
Sales jobs at MS are not what they used to be,0,train
"They pay well, but money only goes so far",0,train
Sales professional,1,train
Great for retail,1,train
You realize afterwards it was the wrong choice.....,0,train
Catalog associate,1,train
UX at Amazon,1,train
"Young Team, lots of excitement on the floor! Loved it :)",1,train
Early on with Microsoft Great Place! Then company changed for the worse!,0,train
Good place to work,1,train
"Good Pay, Good Co-workers, Talent everywhere",1,train
Great company to work at,1,train
Huge impact,1,train
Amazon's Management ,0,train
No more than 2 years,0,train
ok,0,train
Not the best but alright for a side job,0,train
Amazon Employee,1,train
Microsoft global israel development center,1,train
Look Elsewhere,0,train
No Chance for Promotion,0,train
Great work place,1,train
Best company ever.,1,train
"Quite nice, depending on location",1,train
Good Opportunity For Some,0,train
Microsoft takes care of their well performing employees. But the politics and bueracracy are exhausting.,1,train
Solid company,1,train
"AWS -- top heavy management, poor culture, opportunity boom is already over",0,train
Smart kid graveyard.,0,train
Out bound pick,0,train
"Moving in the right direction, still work to be done",1,train
It's intense but I learned alot,1,train
Politik,1,train
Bad Experience,0,train
"Great people, ethical company, decent benefits but too many of the same old leaders!",1,train
"Bogged down with politics from the unnecessarily deep org structure, inflating due to the broken career growth path",0,train
Only For The Benefits,0,train
Operations,1,train
warehouse associate,0,train
very good job,1,train
Microsoft Research Asia,1,train
area manager,1,train
Specialist,0,train
Good place to work,1,train
My Amazon story,1,train
Retail Business Manager,0,train
"Great learning, little progression",0,train
Picker,0,train
Sort of like a law firm,1,train
Great company to have on your resume,1,train
Sweatshop,0,train
Keep looking,0,train
Amazon,1,train
Senior Program Manager,0,train
Not for Everyone,0,train
Challenging but hectic,1,train
Great Support / Rough Scheduling,1,train
product manager,1,train
Great place for the right person,1,train
Very good company to work for if you can handle the Pacific Northwest weather,1,train
Designer II,1,train
Avoid if possible,0,train
Sweat Shop Mentality,0,train
Can be a great company if changes are made,0,train
Great company to work for,1,train
Churn and burn,0,train
"Started back in the early 90s. Company has changed over the 20 years since, might be becoming too large for its good",1,train
Good environment with average pay,1,train
Software Devloper,0,train
Outbpound Pack,0,train
Overworked and rushed,0,train
Horrible,0,train
A story of a robot at MKC6,0,train
opportunity to solve interesting problems - work life balance can be gamble,1,train
Operation Manager,1,train
"Low design competence, high egos",0,train
Good but room for improvement,0,train
No where to go.,0,train
People centric company,1,train
great place,1,train
AHA,0,train
Good place to learn,1,train
"Huge company, large opportunities",1,train
Software Engineer,0,train
Great company but room for improvement,1,train
It is another Retail Job,0,train
Simply Amazing.,1,train
Not so great,0,train
"AmazonFresh ORD 6 Woodale,IL Location SUCKS",0,train
Much promise but needs a culture change. Current culture limits out-of -box thinking.,1,train
Great place to work!,1,train
great work experience,1,train
Area Manager,1,train
no,1,train
"Horrible experience, looks like a mental hospital",0,train
Working for Google was the best career choice of my life so far,1,train
Deejjensdhe,1,train
ABC is not Google,1,train
Recruiting's Rejects,0,train
Great company,1,train
Apple at home advisor,0,train
Product Adviser,1,train
It's a job,0,train
manager,0,train
"Great for 16 years, awful for one.",1,train
Good company,1,train
Not Bad and sometimes great place to work,1,train
NYT's article tells the truth,0,train
Learning Trainer,0,train
Good place for a college grad,0,train
"Great benefits, awful management",1,train
It is another Retail Job,0,train
Lots of people running around doing a lot of nothing,0,train
Not the same apple,0,train
Good place to work,1,train
Don't work here if you don't have to,0,train
softwear developer,1,train
Lot of work lot of hours not so good conditions,0,train
Contract converted to Full Time Employee,1,train
Intern,0,train
Business Leader,0,train
my job,1,train
Great,1,train
Brazil Operations Specialist,1,train
Product advisor,0,train
